Genome_ID,SRA_Accession,amikacin,amoxicillin,bedaquiline,capreomycin,ciprofloxacin,clofazimine,cycloserine,delamanid,ethambutol,ethionamide,isoniazid,kanamycin,levofloxacin,linezolid,moxifloxacin,ofloxacin,para-aminosalicylic acid,prothionamide,pyrazinamide,rifabutin,rifampin,streptomycin
1773.18095,SRS5709778,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,S,NA,S,S
1773.18819,ERR037525,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.20454,ERR1035011,S,NA,NA,S,NA,NA,NA,NA,S,S,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,S
1773.20501,ERR1035065,S,NA,NA,S,NA,NA,NA,NA,S,S,S,S,NA,NA,NA,R,NA,NA,NA,NA,S,S
1773.18977,ERR161122,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.18969,ERR161109,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.20427,ERR1034993,S,NA,NA,S,NA,NA,NA,NA,S,S,R,S,NA,NA,NA,S,NA,NA,S,NA,S,S
1773.1899,ERR161133,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.41459,ERS5282111,S,NA,S,S,NA,R,NA,S,R,S,S,R,S,S,S,S,R,NA,NA,R,R,S
1773.19303,ERR176631,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,S,NA,S,S
1773.18854,ERR124643,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.19662,ERR181870,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,S,NA,S,S
1773.19296,ERR176623,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,S,NA,S,S
1773.20413,ERR1034964,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.20247,ERR245708,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.5706,ERR400334,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.4861,SRR2101080,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.5713,ERR400343,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.5709,ERR400339,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.3455,ERS5300825,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.5686,ERR400558,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.5705,ERR400333,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.5715,ERR400348,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.34357,ERS5300582,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34618,ERS5300976,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.4856,SRR2101075,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.4859,SRR2101078,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.5699,ERR400327,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.34126,ERS5298638,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.3433,ERS5300564,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.16091,SRR6152717,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.4851,SRR2101070,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.5696,ERR400318,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.5701,ERR400329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1773.33418,ERS5282702,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.34081,ERS5298586,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34129,ERS5298642,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.42962,ERS5300971,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.4852,SRR2101071,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.3183,ERS3371598,R,NA,NA,R,NA,NA,NA,NA,S,NA,R,R,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.31835,ERS3371602,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.32258,ERS3372059,R,NA,NA,R,NA,NA,NA,NA,S,NA,R,R,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.33343,ERS5282591,S,NA,NA,S,NA,NA,NA,NA,R,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34636,ERS5301023,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34445,ERS5300697,S,NA,NA,R,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34611,ERS5300935,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.4,SRR2100202,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.4858,SRR2101077,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,S,R
1773.5714,ERR400347,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.5716,ERR400351,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.5718,ERR400353,NA,NA,NA,NA,S,NA,NA,NA,S,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,S,R
1773.34024,ERS5298529,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34607,ERS5300942,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34805,ERS5301865,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.3955,SRR2100157,NA,NA,NA,NA,S,NA,NA,NA,S,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.40587,ERR3323729,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.4844,SRR2101063,S,NA,NA,NA,NA,NA,NA,NA,S,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA
1773.4849,SRR2101068,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.4867,SRR2101086,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.5721,ERR400358,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.19858,ERR190352,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,S,NA,S,R
1773.3224,ERS3372041,R,NA,NA,R,NA,NA,NA,NA,S,NA,S,R,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.3227,ERS3372074,R,NA,NA,R,NA,NA,NA,NA,S,NA,R,R,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.4058,ERR3323717,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.4217,ERS5282874,S,NA,S,S,NA,S,NA,R,R,R,S,S,R,S,S,S,S,NA,NA,S,S,R
1773.34134,ERS5298644,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.19847,ERR190336,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.34164,ERS5298674,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34684,ERS5301184,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.4134,SRR2100338,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.4288,SRR2100489,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.4853,SRR2101072,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.4863,SRR2101082,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.4865,SRR2101084,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.5694,ERR400316,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.5703,ERR400331,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,S,R
1773.5707,ERR400337,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.5717,ERR400352,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.5724,ERR400369,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.31781,ERS3371543,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.34305,ERS5300538,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.35493,ERS5302752,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.19843,ERR190337,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.127,ERS050938,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.1909,ERS181330,S,NA,NA,S,NA,NA,NA,NA,R,NA,R,NA,NA,NA,S,S,NA,R,R,NA,R,R
1773.34719,ERS5301238,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.4014,SRR2100214,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.4108,SRR2100310,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.4144,SRR2100348,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.4416,SRR2100619,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.4748,SRR2100964,NA,NA,NA,NA,S,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.4926,SRR2101152,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.571,ERR400340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1773.5712,ERR400342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1773.31865,ERS3371630,R,NA,NA,R,NA,NA,NA,NA,S,NA,R,R,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.32179,ERS3371968,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.33523,ERS5283023,S,NA,NA,S,NA,NA,NA,NA,R,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.33556,ERS5283359,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.33927,ERS5298274,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.3483,ERS5301890,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.19479,ERR181674,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.32282,ERS3372085,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.3452,ERS5300786,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.3958,SRR2100160,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.4094,SRR2100296,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.4386,SRR2100589,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.4464,SRR2100667,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.4848,SRR2101067,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.4862,SRR2101081,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.489,SRR2101112,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.5691,ERR400312,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.57,ERR400328,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.5711,ERR400341,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.5725,ERR400370,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.19496,ERR181685,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.3182,ERS3371583,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.31828,ERS3371590,S,NA,NA,S,NA,NA,NA,NA,R,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.32228,ERS3372029,R,NA,NA,R,NA,NA,NA,NA,S,NA,R,R,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.32229,ERS3372030,R,NA,NA,R,NA,NA,NA,NA,S,NA,S,R,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.32274,ERS3372078,R,NA,NA,R,NA,NA,NA,NA,S,NA,R,R,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.32283,ERS3372086,S,NA,NA,S,NA,NA,NA,NA,R,NA,R,S,NA,NA,NA,R,NA,NA,NA,NA,S,R
1773.33384,ERS5282653,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.34363,ERS5300595,S,NA,NA,R,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.37686,ERS5319100,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.39959,ERS6421509,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.39967,ERS6421515,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.40527,ERS6422220,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.42639,ERR6929532,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.36992,ERS5317716,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.42614,ERS5283045,S,NA,S,S,NA,S,NA,R,S,S,S,S,R,S,R,S,S,NA,NA,S,R,R
1773.186,ERS181445,S,NA,NA,S,NA,NA,NA,NA,R,NA,R,NA,NA,NA,R,R,NA,R,R,NA,R,R
1773.31836,ERS3371601,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.33404,ERS5282685,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.33521,ERS5283024,S,NA,NA,S,NA,NA,NA,NA,R,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.342,ERS5298714,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.3425,ERS5298787,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34609,ERS5300934,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34818,ERS5301878,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.38657,ERS5320480,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.3991,SRR2100193,NA,NA,NA,NA,S,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.4048,ERS6422180,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.4138,SRR2100342,NA,NA,NA,NA,S,NA,NA,NA,S,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.43261,ERS3372026,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.4332,SRR2100533,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.4846,SRR2101065,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.486,SRR2101079,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.4864,SRR2101083,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,R
1773.4886,SRR2101107,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.5695,ERR400317,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.5719,ERR400354,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.34142,ERS5298656,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34508,ERS5300772,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34608,ERS5300937,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.35618,ERS5302901,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.40321,ERS6421934,S,NA,NA,R,NA,NA,NA,NA,R,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.40482,ERS6422173,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.42489,ERS5283213,S,NA,S,S,NA,S,NA,S,S,R,R,S,R,S,R,S,S,NA,NA,R,R,R
1773.32244,ERS3372045,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.32268,ERS3372073,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.34658,ERS5301056,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.31768,ERS3371533,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34264,ERS5298799,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.36488,ERS5312405,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.1755,ERS181432,S,NA,NA,S,NA,NA,NA,NA,R,NA,R,NA,NA,NA,S,S,NA,S,S,NA,R,R
1773.1799,ERS181410,S,NA,NA,S,NA,NA,NA,NA,R,NA,R,NA,NA,NA,S,S,NA,S,S,NA,R,R
1773.1882,ERS181308,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.1948,ERS181351,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.1949,ERR181691,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.19848,ERR190331,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.31858,ERS3371622,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.32186,ERS3371971,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.32225,ERS3372023,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.32252,ERS3372056,R,NA,NA,R,NA,NA,NA,NA,S,NA,R,R,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.33917,ERS5298261,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34833,ERS5301892,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.35723,ERS5303088,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.36069,ERS5303590,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.4011,SRR2100212,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.415,SRR2100354,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA
1773.4175,SRR2100379,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.4177,SRR2100381,NA,NA,NA,NA,S,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.42255,ERS5282967,S,NA,S,S,NA,R,NA,R,S,S,R,S,R,R,R,S,R,NA,NA,R,R,S
1773.42993,ERS5301218,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.4866,SRR2101085,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.5698,ERR400325,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.5704,ERR400332,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.19024,ERR161175,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.19031,ERR161182,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.32249,ERS3372050,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.33993,ERS5298343,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34045,ERS5298551,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34448,ERS5300700,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,R,NA,NA,NA,NA,R,R
1773.34537,ERS5300806,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
