Genome_ID,SRA_Accession,amikacin,amoxicillin,bedaquiline,capreomycin,ciprofloxacin,clofazimine,cycloserine,delamanid,ethambutol,ethionamide,isoniazid,kanamycin,levofloxacin,linezolid,moxifloxacin,ofloxacin,para-aminosalicylic acid,prothionamide,pyrazinamide,rifabutin,rifampin,streptomycin
1773.36978,ERS5317700,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.37719,ERS5319140,S,NA,NA,S,NA,NA,NA,NA,R,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.37853,ERS5319485,S,NA,NA,R,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.38257,ERS5320040,S,NA,NA,S,NA,NA,NA,NA,R,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.38382,ERS5320184,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.38402,ERS5320207,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.38429,ERS5320238,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.38555,ERS5320376,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.38571,ERS5320388,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.38691,ERS5320587,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.38702,ERS5320601,S,NA,NA,S,NA,NA,NA,NA,R,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.39287,ERS6403055,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.39322,ERS6403093,R,NA,NA,R,NA,NA,NA,NA,S,NA,R,R,NA,NA,NA,S,NA,NA,NA,NA,R,S
1773.39371,ERS6403145,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.39468,ERS6403262,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.39472,ERS6403267,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.39541,ERS6403340,R,NA,NA,R,NA,NA,NA,NA,S,NA,R,R,NA,NA,NA,R,NA,NA,NA,NA,R,S
1773.39544,ERS6403356,S,NA,NA,S,NA,NA,NA,NA,R,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.39708,ERS6403536,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.39753,ERS6403583,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.39946,ERS6421497,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.39949,ERS6421494,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.39961,ERS6421507,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.39969,ERS6421517,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.3999,ERS6421536,S,NA,NA,R,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.40001,ERS6421545,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.40192,ERS6421752,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.40244,ERS6421810,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.40296,ERS6421905,R,NA,NA,R,NA,NA,NA,NA,S,NA,R,R,NA,NA,NA,R,NA,NA,NA,NA,S,S
1773.40361,ERS6421997,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.40374,ERS6422005,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.40523,ERS6422217,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.40756,ERS5281314,S,NA,S,R,NA,S,NA,S,R,R,R,R,R,S,R,S,S,NA,NA,R,R,R
1773.40822,ERS5281380,S,NA,S,S,NA,S,NA,S,R,S,R,S,R,S,R,S,R,NA,NA,R,R,R
1773.4085,ERS5281412,S,NA,S,S,NA,S,NA,S,R,S,R,S,R,S,R,S,R,NA,NA,R,R,R
1773.41719,ERS5282394,S,NA,S,S,NA,S,NA,S,S,S,S,S,R,S,S,S,S,NA,NA,S,S,S
1773.42212,ERS5282920,S,NA,S,S,NA,R,NA,R,R,S,S,S,R,S,S,S,S,NA,NA,S,R,R
1773.42369,ERS5283090,S,NA,S,S,NA,S,NA,S,S,S,R,S,R,S,R,S,S,NA,NA,R,R,R
1773.4238,ERS5283101,S,NA,S,R,NA,S,NA,S,S,S,S,S,R,S,R,S,S,NA,NA,S,S,R
1773.42461,ERS5283191,S,NA,S,S,NA,S,NA,S,S,S,S,S,S,S,S,S,S,NA,NA,S,S,S
1773.42496,ERS5283223,R,NA,S,R,NA,S,NA,S,S,R,R,R,R,S,R,S,S,NA,NA,R,R,R
1773.42505,ERS5283234,S,NA,S,S,NA,S,NA,S,S,R,S,S,S,S,S,S,S,NA,NA,S,R,R
1773.42535,ERS5283261,S,NA,S,S,NA,S,NA,R,R,R,R,S,R,S,R,R,S,NA,NA,R,R,R
1773.4254,ERS5283266,S,NA,S,S,NA,S,NA,S,S,S,S,S,S,S,S,S,S,NA,NA,S,S,R
1773.42645,ERR7361920,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.42953,ERS5298544,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.43041,ERS5301349,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.43051,ERS5301364,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.4311,ERS5301838,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.432,ERS5302055,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.4352,ERS5317433,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.43578,ERS5317427,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.19973,ERR212055,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,S
1773.31061,ERS1987043,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.31867,ERS3371632,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.32251,ERS3372052,R,NA,NA,R,NA,NA,NA,NA,S,NA,R,R,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.33158,ERS5282374,S,NA,NA,S,NA,NA,NA,NA,R,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.33174,ERS5282396,S,NA,NA,S,NA,NA,NA,NA,R,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.33276,ERS5282524,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.33456,ERS5282758,S,NA,NA,S,NA,NA,NA,NA,R,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.3382,ERS5298150,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.33845,ERS5298178,S,NA,NA,R,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.33924,ERS5298264,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,S
1773.34072,ERS5298580,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.34135,ERS5298645,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34193,ERS5298706,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.35402,ERS5302641,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.35431,ERS5302681,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.36157,ERS5303907,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.36348,ERS5304168,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.36596,ERS5312505,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.36631,ERS5312542,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.36991,ERS5317717,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.37061,ERS5317793,S,NA,NA,S,NA,NA,NA,NA,R,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.37957,ERS5319689,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.38549,ERS5320373,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.38635,ERS5320460,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.39495,ERS6403294,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.39746,ERS6403578,R,NA,NA,R,NA,NA,NA,NA,S,NA,R,R,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.42543,ERS5283267,S,NA,S,S,NA,S,NA,R,S,S,R,S,R,S,S,S,S,NA,NA,R,R,R
1773.43046,ERS5301356,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.43367,ERS5317341,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.18564,ERR1034906,S,NA,NA,S,NA,NA,R,NA,R,R,R,S,NA,NA,NA,R,S,NA,NA,NA,R,R
1773.18595,ERR1035257,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,S,NA,R,S
1773.18884,ERR126632,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.21724,ERR3256276,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.23407,ERR2120259,S,NA,NA,R,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,R,NA,R,S
1773.18584,ERR1035249,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,S,NA,S,S
1773.20607,ERR1035111,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.33401,ERS5282678,S,NA,NA,S,NA,NA,NA,NA,R,NA,R,S,NA,NA,NA,R,NA,NA,NA,NA,R,R
1773.36637,ERS5312551,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.3789,ERS5319520,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.3902,ERS6402737,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.40835,ERS5281396,S,NA,S,S,NA,S,NA,S,S,S,S,S,R,S,S,S,S,NA,NA,S,S,R
1773.435,ERS5317530,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.43681,ERS5281362,S,NA,S,S,NA,R,NA,R,R,S,S,S,R,S,S,S,S,NA,NA,S,S,R
1773.34647,ERS5301041,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.34669,ERS5301077,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.35131,ERS5302314,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.40582,ERR3323723,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.40683,ERS5281242,R,NA,S,R,NA,S,NA,S,S,R,R,S,R,S,R,S,S,NA,NA,R,R,R
1773.43426,ERS5317374,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.43439,ERS5317346,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.33381,ERS5282655,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.38409,ERS5320216,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.43568,ERS5317536,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.43594,ERS5317509,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.32337,ERS5281244,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.1215,ERS053606,S,NA,NA,S,NA,NA,NA,NA,R,NA,R,NA,NA,NA,S,S,NA,S,S,NA,R,R
1773.1576,ERS094251,S,NA,NA,S,NA,NA,NA,NA,R,NA,R,NA,NA,NA,S,S,NA,R,R,NA,R,R
1773.1866,ERR1034786,S,NA,NA,S,R,NA,S,NA,S,S,R,S,NA,NA,NA,S,S,NA,R,NA,R,R
1773.18979,ERR161115,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.18985,ERR161137,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,S,NA,S,R
1773.19411,ERR176749,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.19432,ERR176768,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.20948,ERR3256125,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.20961,ERR3256138,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.20968,ERR3256141,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.20991,ERR3256171,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.21051,ERR3256231,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.21716,ERR3256268,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.2465,ERR551507,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.2479,ERR552736,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.25,ERR551846,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,R
1773.2503,ERR552320,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.2508,ERR552317,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.2532,ERR550820,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.2613,ERR552831,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,R
1773.2659,ERR552948,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.2697,ERR553301,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.2815,ERR552639,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.296,ERR551908,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.2982,ERR550935,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.3021,ERR551395,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.303,ERR552857,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.3051,ERR551183,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.3108,ERS1987066,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.31223,ERS1987219,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.31256,ERS1987259,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.3127,ERS1987272,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.31308,ERS1987318,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.31317,ERS1987324,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.31319,ERS1987330,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.3136,ERS1987367,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.31805,ERS3371567,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.32093,ERS3371878,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.323,ERR552781,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.32503,ERS5281518,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.33089,ERS5282288,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.3316,ERR552642,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.33168,ERS5282385,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.335,ERR551564,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.3366,ERR552946,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.3375,ERR552851,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.33776,ERS5298109,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.33908,ERS5298246,R,NA,NA,R,NA,NA,NA,NA,S,NA,S,R,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.33967,ERS5298311,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.34048,ERS5298553,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34194,ERS5298708,S,NA,NA,R,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34409,ERS5300642,S,NA,NA,S,NA,NA,NA,NA,R,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.34651,ERS5301048,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.3482,ERR553311,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.34983,ERS5302113,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.35013,ERS5302156,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.35029,ERS5302189,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.3505,ERR551365,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.35187,ERS5302384,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.35189,ERS5302381,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.35416,ERS5302668,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.35427,ERS5302676,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.35735,ERS5303107,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.35864,ERS5303270,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.35872,ERS5303328,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.35933,ERS5303429,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.36331,ERS5304142,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.36333,ERS5304148,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.36479,ERS5312381,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.36628,ERS5312538,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.36824,ERS5317266,S,NA,NA,R,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.36852,ERS5317442,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,R,NA,NA,NA,NA,R,R
1773.37942,ERS5319682,R,NA,NA,R,NA,NA,NA,NA,S,NA,R,R,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.38391,ERS5320194,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.38439,ERS5320243,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.38718,ERS5320627,S,NA,NA,S,NA,NA,NA,NA,R,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.39021,ERS6402736,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.39704,ERS6403527,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.39839,ERS6403694,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.3984,ERS6403693,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.40031,ERS6421580,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.40071,ERS6421624,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.40178,ERS6421741,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.40369,ERS6422002,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.4075,SRR2100277,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.42842,SRR7829593,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.42934,ERS5300668,R,NA,NA,R,NA,NA,NA,NA,S,NA,S,R,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.4304,ERS5301343,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
